id,time,user,msg
0,12:23:46,@User1, p1+
2,12:23:48,@User3, p1+
3,12:23:48,@UserB2, p1-
3,12:23:49,@User2, p1+
4,12:23:49,@User1, p1+
4,12:23:49,@User1, p1+
4,12:23:50,@User3, p1+
5,12:23:50,@User1, p1+
5,12:23:50,@User1, p1+
5,12:23:51,@User1, p1+
5,12:23:51,@UserB1, p1-
5,12:23:51,@User1, p1+
5,12:23:51,@User1, p1+
5,12:23:51,@User2, p1+
6,12:23:51,@User1, p1+
6,12:23:51,@User2, p1+
6,12:23:51,@User1, p1+
6,12:23:51,@UserB1, p1-
6,12:23:52,@UserB2, p2+
6,12:23:52,@UserB1, p1-
7,12:23:53,@User2, p2-
7,12:23:53,@User2, p2-
7,12:23:53,@User1, p1+
7,12:23:53,@User1, p1+
7,12:23:53,@User1, p1+
8,12:23:53,@User1, p1+
8,12:23:53,@User1, p1+
8,12:23:54,@User1, p1+
8,12:23:54,@User1, p1+
8,12:23:54,@User1, p1+
8,12:23:54,@UserB1, p2+
8,12:23:54,@User1, p1+
9,12:23:54,@User1, p1+
9,12:23:54,@User3, p2-
9,12:23:54,@User1, p1+
9,12:23:55,@User1, p1+
9,12:23:55,@User1, p1+
9,12:23:55,@UserB2, p1-
10,12:23:55,@User3, p1+
10,12:23:56,@UserB1, p1-
10,12:23:56,@User3, p1+
10,12:23:56,@User1, p1+
11,12:23:56,@UserB2, p1-
11,12:23:56,@UserB1, p1-
11,12:23:57,@User3, p1+
11,12:23:57,@UserB2, p1-
11,12:23:57,@UserB1, p1-
12,12:23:57,@User1, p2-
12,12:23:57,@User1, p2-
12,12:23:58,@UserB1, p1-
12,12:23:58,@User1, p2-
12,12:24:00,@User1, p2-
12,12:24:00,@UserB2, p1-
12,12:24:00,@User1, p2-
12,12:24:00,@User1, p2-
12,12:24:00,@User1, p2-
12,12:24:00,@User3, p1+
12,12:24:00,@UserB1, p1-
12,12:24:00,@User1, p2-
12,12:24:00,@User1, p2-
12,12:24:00,@User1, p2-
12,12:24:00,@User1, p2-
12,12:24:00,@User1, p2-
12,12:24:00,@UserB2, p1-
12,12:24:00,@User2, p2-
12,12:24:00,@UserB1, p1-
12,12:24:00,@User2, p2-
12,12:24:00,@User3, p1+
12,12:24:00,@UserB2, p1-
13,12:24:04,@UserB1, p2+
13,12:24:04,@User3, p2-
13,12:24:04,@User2, p2-
13,12:24:04,@UserB1, p2+
13,12:24:04,@User2, p2-
13,12:24:04,@User1, p1+
13,12:24:04,@User1, p1+
13,12:24:04,@User1, p1+
13,12:24:04,@User3, p1+
13,12:24:04,@User1, p1+
14,12:24:04,@User1, p1+
14,12:24:04,@UserB1, p2+
14,12:24:04,@UserB2, p1-
14,12:24:04,@User1, p1+
14,12:24:04,@UserB1, p2+
14,12:24:04,@User1, p1+
14,12:24:04,@User3, p1+
14,12:24:04,@UserB1, p2+
14,12:24:04,@User3, p1+
14,12:24:04,@User2, p2-
14,12:24:04,@User2, p2-
14,12:24:04,@User1, p2-
14,12:24:04,@UserB2, p1-
14,12:24:04,@User1, p2-
14,12:24:05,@User1, p2-
14,12:24:05,@User2, p2-
14,12:24:05,@User3, p2-
14,12:24:05,@User1, p2-
14,12:24:05,@User1, p2-
14,12:24:05,@UserB2, p1-
14,12:24:05,@User1, p2-
22,12:24:16,@UserB1, p2+
22,12:24:16,@User1, p1+
22,12:24:16,@User1, p1+
22,12:24:16,@User3, p1+
23,12:24:16,@User1, p1+
23,12:24:17,@User1, p1+
23,12:24:17,@User3, p1+
23,12:24:17,@UserB1, p2+
23,12:24:17,@UserB2, p1-
23,12:24:17,@User1, p1+
23,12:24:17,@User2, p2-
23,12:24:17,@User1, p1+
23,12:24:17,@User2, p2-
23,12:24:17,@User1, p1+
23,12:24:17,@UserB2, p1-
23,12:24:17,@User1, p1+
23,12:24:17,@UserB1, p2+
24,12:24:17,@User1, p1+
24,12:24:17,@UserB2, p1-
24,12:24:18,@User1, p1+
24,12:24:18,@User1, p1+
24,12:24:18,@UserB1, p2+
24,12:24:18,@User3, p2-
24,12:24:18,@User2, p1+
24,12:24:18,@UserB2, p1-
24,12:24:18,@User2, p1+
25,12:24:18,@UserB2, p2+
25,12:24:18,@UserB1, p2+
25,12:24:19,@User1, p2-
25,12:24:19,@User2, p1+
25,12:24:19,@User1, p2-
25,12:24:19,@UserB2, p1-
25,12:24:19,@User3, p1+
25,12:24:19,@UserB1, p2+
25,12:24:19,@User1, p2-
25,12:24:19,@User3, p1+
25,12:24:19,@UserB2, p1-
25,12:24:19,@User1, p2-
26,12:24:19,@User3, p1+
26,12:24:20,@UserB2, p1-
26,12:24:20,@User1, p2-
26,12:24:20,@User1, p2-
26,12:24:20,@UserB2, p1-
26,12:24:20,@User3, p1+
26,12:24:20,@UserB2, p1-
26,12:24:20,@User3, p1+
26,12:24:20,@UserB1, p1-
26,12:24:20,@User3, p1+
27,12:24:20,@UserB2, p1-
27,12:24:21,@UserB2, p2+
27,12:24:21,@User3, p1+
27,12:24:21,@UserB2, p2+
27,12:24:21,@User1, p2-
27,12:24:21,@User2, p2-
27,12:24:21,@User3, p1+
27,12:24:21,@UserB2, p2+
27,12:24:21,@UserB1, p1-
27,12:24:21,@UserB2, p2+
27,12:24:21,@UserB2, p1-
27,12:24:21,@User2, p1+
27,12:24:21,@UserB2, p2+
28,12:24:21,@User3, p1+
28,12:24:22,@User3, p1+
28,12:24:22,@UserB1, p1-
28,12:24:22,@UserB2, p1-
28,12:24:22,@User2, p1+
28,12:24:22,@UserB2, p1-
28,12:24:22,@User2, p1+
28,12:24:22,@UserB2, p1-
29,12:24:22,@UserB2, p1-
29,12:24:22,@UserB2, p1-
29,12:24:22,@User3, p1+
29,12:24:23,@UserB1, p1-
29,12:24:23,@UserB2, p1-
29,12:24:23,@User3, p1+
29,12:24:23,@UserB2, p1-
29,12:24:23,@User3, p1+
29,12:24:23,@UserB2, p1-
29,12:24:23,@User3, p1+
29,12:24:23,@UserB2, p1-
29,12:24:23,@UserB1, p1-
30,12:24:24,@User1, p2-
30,12:24:24,@UserB2, p2+
30,12:24:24,@User1, p2-
30,12:24:24,@UserB2, p2+
30,12:24:24,@User3, p2-
30,12:24:27,@User1, p2-
30,12:24:27,@UserB1, p1-
30,12:24:27,@UserB2, p2+
30,12:24:27,@User3, p2-
30,12:24:27,@User1, p2-
30,12:24:27,@UserB2, p2+
30,12:24:27,@User1, p2-
30,12:24:27,@User3, p2-
30,12:24:27,@UserB2, p2+
30,12:24:27,@User1, p2-
30,12:24:27,@User2, p1+
30,12:24:27,@User3, p2-
30,12:24:27,@UserB1, p1-
30,12:24:27,@UserB2, p2+
47,12:24:46,@UserB1, p1-
47,12:24:47,@User1, p1+
48,12:24:47,@User1, p1+
48,12:24:47,@User1, p1+
48,12:24:47,@User1, p1+
48,12:24:47,@UserB1, p1-
48,12:24:47,@User1, p1+
48,12:24:47,@User1, p1+
48,12:24:48,@UserB2, p1-
48,12:24:48,@User1, p1+
49,12:24:48,@User1, p1+
49,12:24:48,@UserB1, p1-
49,12:24:48,@UserB2, p1-
49,12:24:48,@User1, p1+
49,12:24:50,@User1, p1+
50,12:24:50,@UserB2, p1-
50,12:24:50,@User1, p1+
50,12:24:50,@User3, p1+
50,12:24:50,@UserB2, p1-
50,12:24:50,@User1, p1+
50,12:24:50,@UserB1, p1-
50,12:24:50,@User1, p1+
50,12:24:50,@UserB2, p1-
50,12:24:50,@User3, p1+
50,12:24:50,@User3, p1+
50,12:24:50,@UserB2, p1-
50,12:24:50,@UserB1, p1-
50,12:24:50,@UserB2, p1-
50,12:24:50,@User2, p1+
50,12:24:50,@User3, p2-
50,12:24:50,@UserB2, p1-
50,12:24:50,@UserB1, p1-
50,12:24:50,@UserB1, p1-
50,12:24:50,@UserB2, p1-
50,12:24:50,@User3, p1+
50,12:24:50,@User2, p1+
50,12:24:50,@User3, p1+
50,12:24:50,@UserB2, p1-
50,12:24:50,@User2, p1+
50,12:24:51,@User3, p1+
50,12:24:51,@User2, p1+
