id,time,user,msg
0,23:47:56,@User19, p1-
4,23:47:59,@User19, p2+
13,23:48:08,@User19, p1+
15,23:48:11,@User19, p2-
16,23:48:12,@User19, p1+
31,23:48:27,@User19, p1+
33,23:48:28,@User19, p2-
33,23:48:29,@User19, p1+
34,23:48:29,@User19, p1+
34,23:48:29,@User19, p1+
34,23:48:30,@User19, p1+
34,23:48:30,@User19, p1+
34,23:48:30,@User19, p1+
35,23:48:30,@User19, p1+
36,23:48:31,@User19, p2-
36,23:48:31,@User19, p2-
36,23:48:31,@User19, p2-
36,23:48:32,@User19, p2-
36,23:48:32,@User19, p2-
36,23:48:32,@User19, p1+
37,23:48:32,@User19, p1+
37,23:48:32,@User19, p1+
37,23:48:33,@User19, p2-
38,23:48:33,@User19, p2-
38,23:48:33,@User19, p2-
38,23:48:34,@User19, p2-
38,23:48:34,@User19, p1+
39,23:48:34,@User19, p1+
39,23:48:34,@User19, p1+
39,23:48:35,@User19, p1+
39,23:48:35,@User19, p1+
41,23:48:37,@User19, p2-
41,23:48:37,@User19, p2-
41,23:48:37,@User19, p2-
42,23:48:38,@User19, p1+
42,23:48:38,@User19, p1+
43,23:48:38,@User19, p1+
43,23:48:39,@User19, p1+
44,23:48:40,@User19, p2-
44,23:48:40,@User19, p2-
45,23:48:40,@User19, p2-
45,23:48:40,@User19, p2-
45,23:48:41,@User19, p2-
46,23:48:42,@User19, p1+
82,23:49:18,@User19, p1-
83,23:49:19,@User19, p2+
83,23:49:19,@User19, p1-
84,23:49:20,@User19, p2+
84,23:49:20,@User19, p1-
84,23:49:20,@User19, p2+
85,23:49:21,@User19, p1-
85,23:49:21,@User19, p2+
85,23:49:21,@User19, p1-
87,23:49:23,@User19, p2+
87,23:49:23,@User19, p1-
88,23:49:23,@User19, p1-
88,23:49:24,@User19, p1-
88,23:49:24,@User19, p1-
88,23:49:24,@User19, p2+
88,23:49:24,@User19, p2+
89,23:49:25,@User19, p2+
89,23:49:25,@User19, p2+
89,23:49:25,@User19, p2+
89,23:49:25,@User19, p1-
90,23:49:26,@User19, p2+
90,23:49:26,@User19, p1-
90,23:49:26,@User19, p2+
